"V1","V2","V3","V4","V5"
"283",298.217550797896,299.18778776689,298.576876831055,299.257343916459,298.999819946289
"284",297.438529135964,298.529477483576,297.986943331632,297.922430766713,298.029420193759
"285",296.813779518821,297.875625055487,297.300205577504,297.26960920854,296.890312056108
"286",296.604166134921,297.458335390958,297.254379896684,297.023456018621,296.850745461204
"287",296.348446100408,297.577287986062,297.254161487926,297.16312047785,296.679186803644
"288",296.627408044988,297.516487329656,297.581388300115,297.17548307939,296.662761064009
"289",297.146338584206,297.967728840221,298.061927309903,297.797180175781,296.772101662376
"290",297.62807859941,298.473799826882,298.319877901944,298.03011155562,297.483593264493
"291",298.202709544789,298.673487854004,298.801879952171,298.359120455655,297.759366885099
"292",298.513275007768,299.177338964289,299.138770571622,298.854283488881,298.190817954324
"293",299.093977078525,299.499568245628,299.743073411421,299.350626095859,298.93740421642
"294",299.506149500067,299.840305328369,300.147641546076,299.672667486017,299.42434387207
"295",299.315067360618,299.891992464933,300.297831587358,299.468878659335,299.168889340487
"296",298.631296747381,299.106779826771,299.63969372836,298.498668185147,298.03428663774
"297",297.428741455078,298.086440207741,298.916315806996,297.631706029719,297.061185594039
"298",296.617290982333,297.791143105247,298.458360082453,297.334042913263,296.593423531272
"299",296.629552806507,298.205142836137,299.018915141713,298.188837016713,296.498422310569
"300",296.783170734752,298.505658097701,299.692828785289,298.227249492298,296.999557911266
"301",296.761067754572,299.107001564719,300.158702018044,298.52828542536,297.162654946067
"302",297.106139651212,299.102504383434,300.083175104315,298.764356994629,297.661866760254
"303",297.620599989458,299.226822315563,300.151002641158,299.265260869806,298.385896370628
"304",297.898717637496,299.281841832941,300.296477369829,299.235594662753,298.876917960427
"305",298.669209220193,299.610610615123,300.418482000178,299.416721829501,299.368082497337
"306",298.751828557795,299.450668543035,300.519483184814,299.11260174838,299.830583537709
"307",298.652988225764,298.7974379106,300.11502754905,298.564559104226,299.60692617243
"308",297.797781649503,297.646785666726,298.522327700528,297.83695824363,298.371586054022
"309",297.188985928622,297.07581357089,297.578266559948,296.764010342685,298.309084458785
"310",296.782870899547,296.577844030207,297.807367567583,296.325373770974,297.711030925404
"311",296.394131469727,296.425305661288,297.87798871127,296.40902224454,298.527325023304
"312",296.538463245739,296.912080452659,298.218556352095,296.672990209406,298.652912833474
"313",296.785974467884,297.143395371871,298.598930636319,296.918551080877,299.092349173806
"314",297.268039495295,297.399477871982,298.422777904164,297.328509729559,299.262216602672
"315",297.871852042458,297.762319807573,297.881760337136,298.137388402765,299.274946039373
"316",298.466035738858,298.520852938565,297.898208271373,298.372632321444,299.532776711204
"317",298.950655850497,299.016864568537,298.191940515692,298.999243927002,299.770093120228
"318",299.463482319225,299.259328391335,297.906350916082,299.109539794922,299.818807012385
"319",298.855817621404,298.866259072044,297.331664345481,299.017342654141,299.69493560791
"320",297.88362641768,298.092682508989,296.777678056197,298.235824931752,298.361882712624
"321",296.634691827947,297.28898079612,295.891503420743,297.356955233487,297.616004735773
"322",296.298014623469,297.094354525479,295.80330990878,297.072987643155,297.472253348611
"323",296.467222733931,296.783039093018,295.929930253462,297.24103012085,297.695339480313
"324",296.35580479015,297.237096058239,296.124464277788,297.37518379905,297.9955479015
"325",296.512071990967,297.384800234708,296.296565177224,297.415860887007,298.498145571622
"326",296.839884671298,297.621330816096,296.523974470659,297.831604766846,298.780783011697
"327",297.375247539173,298.31297753074,297.614395349676,298.154076732289,298.92627917203
"328",298.111053120006,298.88360415372,298.206286621094,298.777980873801,299.032355152477
"329",298.723327706077,299.33666714755,298.692299929532,299.613647599654,299.379342373935
"330",299.151083096591,299.567145885121,299.153344032981,299.699506308816,299.615787714178
"331",299.152571591464,299.243556144021,299.075970112194,299.634264026989,299.331833648682
"332",298.83590927124,298.389039750533,298.042046009411,299.354398415305,297.88164471713
"333",298.190226468173,297.732514814897,296.886257795854,298.814189841531,296.938904294101
"334",297.726297274503,297.393450511586,296.47793821855,298.882192507657,296.679703868519
"335",297.644883728027,297.676394514604,296.867210041393,299.033187866211,297.2099639199
"336",298.254666761918,298.279885864258,297.614011521773,299.581582502885,297.474648284912
"337",298.607159978693,298.638432103937,297.424672768333,299.925116660378,297.739797626842
"338",299.238239981911,298.98615361994,298.108412378485,299.901012628729,298.038284301758
"339",299.299595364657,299.043928458474,298.594246188077,300.08864142678,298.223436598344
"340",299.550522613525,299.139174444025,299.25040137551,299.919879081032,298.249885975231
"341",299.849861907959,299.529405073686,299.565050784024,300.069843847101,298.849972950328
"342",299.867740353671,299.187618255615,299.851771337336,299.841363456032,299.278985110196
"343",299.709659021551,298.929133467241,299.907614066384,298.756288771196,299.18524870439
"344",298.820794677734,298.253110642867,299.341339458119,297.943432686546,298.123506233909
"345",297.947019681064,297.407861952348,298.449482935125,297.132875061035,296.883008506081
"346",297.757337535511,297.239474556663,298.333012945002,297.080855144154,296.271510800448
"347",297.889152318781,297.151891396262,298.397263058749,297.168470070579,296.324046117609
"348",298.698752247203,297.502857069536,298.836648490212,297.515977269953,296.614411787553
"349",299.066405417702,297.977993011475,299.136858645352,297.950388544256,296.878051133589
"350",299.299177967418,298.295173159513,299.167709142512,298.190562785756,297.088698924672
"351",299.305278570002,298.057944488525,298.921226501465,298.206067449396,297.632975560969
"352",299.363753717596,298.622088969838,298.78316338279,298.772003798051,298.30096914118
"353",299.520518424294,299.372650146484,299.061744828658,299.143744104559,298.845908216997
"354",299.348935838179,299.370596798984,298.791069585627,299.233468697288,298.829716699774
"355",298.818255476518,299.234101590243,298.424988763983,298.74038217718,298.400153558904
"356",297.694887473366,298.781892186945,297.217658788508,298.145117534291,297.856322895397
"357",296.774421137029,298.252043914795,296.547082866322,297.192667319558,297.256587635387
"358",296.283438595859,297.99185367931,296.185259524259,296.260819729892,296.387145996094
"359",296.593636530096,298.192421028831,295.887302190607,296.633174688166,296.805556626753
"360",296.59591438987,298.896608872847,296.477003964511,297.236454911665,296.886566716974
"361",296.809696821733,298.860406840931,296.664345966686,297.390826554732,296.760993263938
"362",297.235589460893,299.127383145419,296.729105169123,297.381989357688,296.973654660312
"363",297.857254236395,299.394399955056,297.394875613126,297.912652449174,297.540426427668
"364",298.465803943981,299.72195781361,297.948769517378,297.96366147128,297.850952217796
"365",298.898531480269,299.88492306796,298.613742550937,298.721018149636,298.649951102517
"366",299.467559537021,299.90999138572,298.755501348322,298.799851920388,299.028165089
